run,case,phase,kernel,calls,total_us,share_pct,mean_us,median_us,p95_us,max_us,top_one_pct_of_group,time_rank,count_rank
1,b1_p256_o256,prefill,triton_red_fused__softmax_div_ge_mul_neg_scalar_tensor_sub_unsqueeze_where_3,1,2.336,0.04669025830545942,2.336,2.336,2.336,2.336,100.0,14,14
1,b1_p256_o256,prefill,"void at::native::vectorized_gather_kernel<(int)16, long>(char *, char *, T2 *, int, long, long, long, long, bool)",1,1.921,0.0383955420397207,1.921,1.921,1.921,1.921,100.0,15,15
1,b1_p256_o256,prefill,triton_red_fused__to_copy_amax_ge_mul_neg_scalar_tensor_unsqueeze_where_0,1,1.569,0.03136002366492544,1.569,1.569,1.569,1.569,100.0,16,16
1,b1_p256_o256,prefill,triton_poi_fused__softmax__to_copy_div_ge_mul_neg_scalar_tensor_sub_unsqueeze_where_2,1,1.312,0.0262232957606005,1.312,1.312,1.312,1.312,100.00000000000001,17,17
1,b1_p256_o256,prefill,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<unsigned long, (int)2, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 1)], void at::native::<unnamed>::distribution_nullary_kernel<long, unsigned long, ulonglong2, at::CUDAGeneratorImpl *, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 1)], void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(unsigned long) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, unsigned long) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)",1,1.056,0.021106555124385765,1.056,1.056,1.056,1.056,100.0,18,18
1,b1_p256_o256,prefill,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)",1,0.992,0.019827369965332083,0.992,0.992,0.992,0.992,100.0,19,19
1,b1_p256_o256,prefill,"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctorOnSelf_add<int>, std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T4, T5, T6, T7)",1,0.8,0.015989814488171033,0.8,0.8,0.8,0.8,100.0,20,20
1,b1_p256_o256,prefill,triton_per_fused__to_copy_amax_ge_mul_neg_scalar_tensor_unsqueeze_where_1,1,0.768,0.015350221908644192,0.768,0.768,0.768,0.768,100.0,21,21
1,b1_p256_o256,prefill,triton_per_fused__softmax_div_ge_mul_neg_scalar_tensor_sub_unsqueeze_where_4,1,0.64,0.012791851590536828,0.64,0.64,0.64,0.64,100.0,22,22
1,b1_p64_o256,decode_all,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)",28815,479838.736,76.07895033324282,16.652394100294984,11.073,16.193,1284.087,0.26760803237861147,1,1
1,b1_p64_o256,decode_all,triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0,28815,22258.942,3.5291793176291892,0.7724775984730176,0.704,0.96,403.42,1.8123952162685901,4,2
1,b1_p64_o256,decode_all,"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)1, (bool)0>(flash::Flash_fwd_params)",7140,61319.647000000004,9.722296322831642,8.588185854341736,8.896,9.184,798.742,1.3025874072627976,2,3
1,b1_p64_o256,decode_all,"void flash::flash_fwd_splitkv_combine_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (int)4, (int)4, (bool)1>(flash::Flash_fwd_params)",7140,28575.505,4.5306772099414925,4.002171568627451,3.872,3.904,459.967,1.6096548424953467,3,4
1,b1_p64_o256,decode_all,triton_poi_fused__to_copy_add_cat_index_mul_split_sub_0,7140,5372.961,0.8518887751101668,0.7525155462184874,0.704,0.768,326.454,6.075867664031062,6,5
1,b1_p64_o256,decode_all,store_kvcache_kernel,7140,5139.0779999999995,0.8148063726156966,0.7197588235294118,0.704,0.736,1.088,0.021171112794941042,7,6
1,b1_p64_o256,decode_all,triton_poi_fused__to_copy_add_cat_index_mul_split_sub_1,7140,5018.001,0.7956094833726864,0.7028012605042017,0.704,0.705,1.088,0.02168194067717404,8,7
1,b1_p64_o256,decode_all,triton_poi_fused_mul_silu_split_0,7140,3645.257,0.577959438136953,0.5105401960784314,0.512,0.544,0.768,0.02106847336141183,9,8
1,b1_p64_o256,decode_all,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)",510,268.627,0.04259110125525177,0.5267196078431372,0.512,0.608,0.8,0.2978107189523019,15,9
1,b1_p64_o256,decode_all,triton_red_fused__softmax_argmax_clamp_min_div_exponential_5,255,16934.504,2.6849839166259017,66.40981960784313,64.74,65.1986,274.386,1.620277747727362,5,10
1,b1_p64_o256,decode_all,triton_red_fused__softmax_div_ge_mul_neg_scalar_tensor_sub_unsqueeze_where_3,255,595.586,0.09443080417162228,2.3356313725490194,2.336,2.432,2.624,0.44057449302031954,10,11
1,b1_p64_o256,decode_all,triton_red_fused__to_copy_amax_ge_mul_neg_scalar_tensor_unsqueeze_where_0,255,408.791,0.06481425498269208,1.6031019607843138,1.568,1.9622999999999995,2.112,0.5166454251683623,11,12
1,b1_p64_o256,decode_all,triton_poi_fused__softmax__to_copy_div_ge_mul_neg_scalar_tensor_sub_unsqueeze_where_2,255,352.502,0.05588957318020438,1.3823607843137256,1.408,1.5462999999999993,1.696,0.48113202194597476,12,13
1,b1_p64_o256,decode_all,"void at::native::<unnamed>::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, (int)2, (int)2, (int)-2>(at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<const T1, T3>, at::cuda::detail::TensorInfo<const T2, T3>, int, int, T3, long)",255,310.039,0.04915701862462449,1.2158392156862745,1.217,1.408,1.632,0.5263853902251007,13,14
1,b1_p64_o256,decode_all,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<unsigned long, (int)2, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 1)], void at::native::<unnamed>::distribution_nullary_kernel<long, unsigned long, ulonglong2, at::CUDAGeneratorImpl *, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 1)], void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(unsigned long) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, unsigned long) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)",255,279.343,0.04429013464002426,1.0954627450980392,1.088,1.152,1.344,0.48112893467887147,14,15
1,b1_p64_o256,decode_all,triton_per_fused__to_copy_amax_ge_mul_neg_scalar_tensor_unsqueeze_where_1,255,217.074,0.03441731737272323,0.8512705882352941,0.928,1.024,1.248,0.5749191519942508,16,16
1,b1_p64_o256,decode_all,triton_per_fused__softmax_div_ge_mul_neg_scalar_tensor_sub_unsqueeze_where_4,255,176.969,0.028058626266312208,0.6939960784313726,0.704,0.737,0.928,0.5243856268612017,17,17
1,b1_p64_o256,decode_early,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)",3616,60085.283,78.83250172444056,16.61650525442478,10.993,16.161,1270.678,2.1147907383576774,1,1
1,b1_p64_o256,decode_early,triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0,3616,2609.373,3.4235238855779144,0.721618639380531,0.704,0.96,1.185,0.04541320846042325,4,2
1,b1_p64_o256,decode_early,"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)1, (bool)0>(flash::Flash_fwd_params)",896,4873.511,6.394095943786767,5.439186383928571,5.44,5.664,5.889,0.12083690792941679,2,3
1,b1_p64_o256,decode_early,"void flash::flash_fwd_splitkv_combine_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (int)4, (int)4, (bool)1>(flash::Flash_fwd_params)",896,3909.6079999999997,5.129445415142449,4.363401785714285,3.841,3.904,459.967,11.765041405685686,3,4
1,b1_p64_o256,decode_early,store_kvcache_kernel,896,642.925,0.8435241317110204,0.7175502232142856,0.704,0.736,0.928,0.14434031963292765,6,5
1,b1_p64_o256,decode_early,triton_poi_fused__to_copy_add_cat_index_mul_split_sub_0,896,630.087,0.8266805452850671,0.7032220982142857,0.704,0.736,1.216,0.19298922212329409,7,6
1,b1_p64_o256,decode_early,triton_poi_fused__to_copy_add_cat_index_mul_split_sub_1,896,628.337,0.8243845275061749,0.7012689732142857,0.704,0.705,0.928,0.14769144583241162,8,7
1,b1_p64_o256,decode_early,triton_poi_fused_mul_silu_split_0,896,450.52,0.5910868169980152,0.5028125,0.512,0.512,0.736,0.1633667761697594,9,8
1,b1_p64_o256,decode_early,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)",64,33.185,0.04353905713859348,0.518515625,0.512,0.608,0.608,1.8321530812113904,15,9
1,b1_p64_o256,decode_early,triton_red_fused__softmax_argmax_clamp_min_div_exponential_5,32,2068.493,2.713883830579498,64.64040625,64.516,65.18215,65.349,3.1592565215352435,5,10
1,b1_p64_o256,decode_early,triton_red_fused__softmax_div_ge_mul_neg_scalar_tensor_sub_unsqueeze_where_3,32,73.735,0.09674106910092482,2.30421875,2.2885,2.38295,2.432,3.2982979589068964,10,11
1,b1_p64_o256,decode_early,triton_red_fused__to_copy_amax_ge_mul_neg_scalar_tensor_unsqueeze_where_0,32,51.331,0.06734679349046684,1.60409375,1.5045,1.9984,2.048,3.9897917437805615,11,12
1,b1_p64_o256,decode_early,triton_poi_fused__softmax__to_copy_div_ge_mul_neg_scalar_tensor_sub_unsqueeze_where_2,32,42.819,0.056178963013935046,1.33809375,1.312,1.5008,1.6,3.7366589598075617,12,13
1,b1_p64_o256,decode_early,"void at::native::<unnamed>::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, (int)2, (int)2, (int)-2>(at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<const T1, T3>, at::cuda::detail::TensorInfo<const T2, T3>, int, int, T3, long)",32,38.081,0.04996265887885426,1.19003125,1.152,1.344,1.408,3.69738189648381,13,14
1,b1_p64_o256,decode_early,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<unsigned long, (int)2, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 1)], void at::native::<unnamed>::distribution_nullary_kernel<long, unsigned long, ulonglong2, at::CUDAGeneratorImpl *, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 1)], void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(unsigned long) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, unsigned long) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)",32,34.625,0.045428351768081944,1.08203125,1.056,1.1493499999999999,1.248,3.6043321299638986,14,15
1,b1_p64_o256,decode_early,triton_per_fused__to_copy_amax_ge_mul_neg_scalar_tensor_unsqueeze_where_1,32,25.568,0.03354547575469514,0.799,0.704,0.96,1.024,4.005006257822278,16,16
1,b1_p64_o256,decode_early,triton_per_fused__softmax_div_ge_mul_neg_scalar_tensor_sub_unsqueeze_where_4,32,21.441,0.02813080982698758,0.67003125,0.64,0.736,0.768,3.581922484958724,17,17
1,b1_p64_o256,decode_late,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)",3616,60328.402,75.3502703195417,16.683739491150444,11.1365,16.225,1099.978,1.8233169842622385,1,1
1,b1_p64_o256,decode_late,triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0,3616,2838.978,3.545888050063581,0.7851155973451327,0.736,0.96,1.953,0.06879236119476798,4,2
1,b1_p64_o256,decode_late,"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)1, (bool)0>(flash::Flash_fwd_params)",896,8142.837,10.170416400520041,9.087987723214287,9.089,9.249,9.441,0.11594239206802248,2,3
1,b1_p64_o256,decode_late,"void flash::flash_fwd_splitkv_combine_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (int)4, (int)4, (bool)1>(flash::Flash_fwd_params)",896,3971.267,4.960118817022128,4.4322176339285715,3.872,3.905,290.612,7.317866061385447,3,4
1,b1_p64_o256,decode_late,store_kvcache_kernel,896,645.228,0.8058908011144942,0.7201205357142857,0.704,0.736,0.897,0.13902062526734738,6,5
1,b1_p64_o256,decode_late,triton_poi_fused__to_copy_add_cat_index_mul_split_sub_0,896,635.4,0.7936156134392023,0.7091517857142857,0.704,0.768,1.152,0.18130311614730876,7,6
1,b1_p64_o256,decode_late,triton_poi_fused__to_copy_add_cat_index_mul_split_sub_1,896,630.538,0.7875429676844944,0.7037254464285714,0.704,0.705,1.088,0.1725510595713502,8,7
1,b1_p64_o256,decode_late,triton_poi_fused_mul_silu_split_0,896,459.228,0.5735765044514605,0.51253125,0.512,0.544,0.768,0.16723718936998613,9,8
1,b1_p64_o256,decode_late,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)",64,33.986,0.042448568206397114,0.53103125,0.512,0.608,0.64,1.8831283469663982,15,9
1,b1_p64_o256,decode_late,triton_red_fused__softmax_argmax_clamp_min_div_exponential_5,32,2075.817,2.5926987438503692,64.86928125,64.77250000000001,65.1528,65.189,3.1404020681977265,5,10
1,b1_p64_o256,decode_late,triton_red_fused__softmax_div_ge_mul_neg_scalar_tensor_sub_unsqueeze_where_3,32,75.75,0.09461187081841292,2.3671875,2.368,2.4464,2.496,3.295049504950495,10,11
1,b1_p64_o256,decode_late,triton_red_fused__to_copy_amax_ge_mul_neg_scalar_tensor_unsqueeze_where_0,32,51.942,0.0648756408455446,1.6231875,1.5685,1.9664,2.048,3.942859343113473,11,12
1,b1_p64_o256,decode_late,triton_poi_fused__softmax__to_copy_div_ge_mul_neg_scalar_tensor_sub_unsqueeze_where_2,32,46.464999999999996,0.05803485910993474,1.4520312499999999,1.4405000000000001,1.504,1.568,3.374583019477026,12,13
1,b1_p64_o256,decode_late,"void at::native::<unnamed>::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, (int)2, (int)2, (int)-2>(at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<const T1, T3>, at::cuda::detail::TensorInfo<const T2, T3>, int, int, T3, long)",32,39.014,0.048728548225868806,1.2191875,1.248,1.344,1.376,3.526939047521402,13,14
1,b1_p64_o256,decode_late,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<unsigned long, (int)2, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 1)], void at::native::<unnamed>::distribution_nullary_kernel<long, unsigned long, ulonglong2, at::CUDAGeneratorImpl *, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 1)], void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(unsigned long) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, unsigned long) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)",32,35.812000000000005,0.04472924511879873,1.1191250000000001,1.12,1.185,1.344,3.7529319781078962,14,15
1,b1_p64_o256,decode_late,triton_per_fused__to_copy_amax_ge_mul_neg_scalar_tensor_unsqueeze_where_1,32,30.531,0.03813326769580152,0.95409375,0.96,1.1024,1.248,4.087648619435983,16,16
1,b1_p64_o256,decode_late,triton_per_fused__softmax_div_ge_mul_neg_scalar_tensor_sub_unsqueeze_where_4,32,22.754,0.028419782291777794,0.7110625,0.704,0.75095,0.768,3.375230728663092,17,17
1,b1_p64_o256,full_request,triton_per_fused__to_copy_add_mean_mul_pow_rsqrt_0,28872,22325.893,3.5253201586258935,0.7732714394569132,0.704,0.96,403.42,1.8069601963961754,4,1
1,b1_p64_o256,full_request,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)",28816,480177.799,75.82140049400543,16.663582697112716,11.073,16.193,1284.087,0.26741906907695245,1,2
1,b1_p64_o256,full_request,triton_poi_fused__to_copy_add_cat_index_mul_split_sub_0,7168,5407.524,0.8538629727130435,0.7543978794642857,0.704,0.769,326.454,6.0370328453465945,6,3
1,b1_p64_o256,full_request,store_kvcache_kernel,7168,5162.763,0.8152145348948817,0.7202515345982142,0.704,0.736,1.249,0.02419247213168608,7,4
1,b1_p64_o256,full_request,triton_poi_fused__to_copy_add_cat_index_mul_split_sub_1,7168,5044.818,0.7965906936846273,0.7037971540178571,0.704,0.705,1.088,0.02156668486355702,8,5
1,b1_p64_o256,full_request,triton_poi_fused_mul_silu_split_0,7168,3673.193,0.5800073183824506,0.5124432198660714,0.512,0.544,1.12,0.030491183011619592,9,6
1,b1_p64_o256,full_request,"void flash::flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)1, (bool)0>(flash::Flash_fwd_params)",7140,61319.647000000004,9.682541598175886,8.588185854341736,8.896,9.184,798.742,1.3025874072627976,2,7
1,b1_p64_o256,full_request,"void flash::flash_fwd_splitkv_combine_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)64, (int)128, (int)4, cutlass::bfloat16_t>>, (int)4, (int)4, (bool)1>(flash::Flash_fwd_params)",7140,28575.505,4.512151152001625,4.002171568627451,3.872,3.904,459.967,1.6096548424953467,3,8
1,b1_p64_o256,full_request,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)",510,268.627,0.042416945125160185,0.5267196078431372,0.512,0.608,0.8,0.2978107189523019,17,9
1,b1_p64_o256,full_request,triton_red_fused__softmax_argmax_clamp_min_div_exponential_5,256,16999.532,2.6842730477480097,66.404421875,64.74,65.197,274.386,1.614079728783122,5,10
1,b1_p64_o256,full_request,triton_red_fused__softmax_div_ge_mul_neg_scalar_tensor_sub_unsqueeze_where_3,256,597.987,0.09442379866714501,2.33588671875,2.336,2.432,2.624,0.4388055258726361,12,11
1,b1_p64_o256,full_request,triton_red_fused__to_copy_amax_ge_mul_neg_scalar_tensor_unsqueeze_where_0,256,410.391,0.06480187221262053,1.60308984375,1.568,1.96075,2.112,0.5146311688121815,13,12
1,b1_p64_o256,full_request,triton_poi_fused__softmax__to_copy_div_ge_mul_neg_scalar_tensor_sub_unsqueeze_where_2,256,353.814,0.0558682076727709,1.3820859375,1.408,1.54475,1.696,0.47934790596188953,14,13
1,b1_p64_o256,full_request,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<unsigned long, (int)2, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 1)], void at::native::<unnamed>::distribution_nullary_kernel<long, unsigned long, ulonglong2, at::CUDAGeneratorImpl *, void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(curandStatePhilox4_32_10 *) (instance 1)], void at::native::templates::cuda::random_from_to_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, unsigned long, long, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(unsigned long) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, unsigned long) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)",256,280.591,0.044306093764267265,1.09605859375,1.088,1.16,1.344,0.47898899109379844,16,14
1,b1_p64_o256,full_request,triton_per_fused__to_copy_amax_ge_mul_neg_scalar_tensor_unsqueeze_where_1,256,217.842,0.03439785338017082,0.8509453125,0.928,1.024,1.248,0.5728922797256727,18,15
1,b1_p64_o256,full_request,triton_per_fused__softmax_div_ge_mul_neg_scalar_tensor_sub_unsqueeze_where_4,256,177.673,0.028055057351727808,0.69403515625,0.704,0.737,0.928,0.5223078351803595,19,16
1,b1_p64_o256,full_request,"void at::native::<unnamed>::indexSelectSmallIndex<c10::BFloat16, long, unsigned int, (int)2, (int)2, (int)-2>(at::cuda::detail::TensorInfo<T1, T3>, at::cuda::detail::TensorInfo<const T1, T3>, at::cuda::detail::TensorInfo<const T2, T3>, int, int, T3, long)",255,310.039,0.048956014286201825,1.2158392156862745,1.217,1.408,1.632,0.5263853902251007,15,17
1,b1_p64_o256,full_request,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x1_tn_align8>(T1::Params),56,898.619,0.14189442167550664,16.046767857142857,16.113,20.281,23.298,2.592644936285567,10,18
1,b1_p64_o256,full_request,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x2_tn_align8>(T1::Params),56,852.633,0.1346331052831648,15.225589285714285,15.249,20.32975,23.554,2.7625015686702246,11,19
1,b1_p64_o256,full_request,triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0,56,64.71000000000001,0.010217887699483359,1.1555357142857143,1.1360000000000001,1.32,1.472,2.2747643331787972,21,20
1,b1_p64_o256,full_request,"void flash::flash_fwd_kernel<Flash_fwd_kernel_traits<(int)128, (int)128, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)128, (int)128, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0>(flash::Flash_fwd_params)",28,176.075,0.02780272873878121,6.288392857142857,5.952,7.98755,8.449,4.798523356524209,20,21
1,b1_p64_o256,full_request,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)",1,2.4,0.00037896662770452877,2.4,2.4,2.4,2.4,100.0,22,22
1,b1_p64_o256,full_request,"void at::native::vectorized_gather_kernel<(int)16, long>(char *, char *, T2 *, int, long, long, long, long, bool)",1,1.408,0.00022232708825332351,1.408,1.408,1.408,1.408,100.0,23,23
